"","Bed","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","X.1","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter"
"1404","MG",2015,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP6","4",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405","MG",2015,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP7","4",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1406","MG",2015,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP8","4",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1407","MG",2015,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP9","4",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1408","IR",2015,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR10","4",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1409","IR",2015,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR11","4",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410","IR",2015,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR12","4",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1411","AC",2015,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR15","4",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412","IR",2015,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR6","4",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413","IR",2015,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR7","4",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414","IR",2015,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR9","4",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415","SW",2015,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR5","4",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416","SW",2015,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR7","4",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417","SW",2015,"Salix richardsonii","Common_garden",NA,8,23,"2019",9.7,NA,NA,NA,44.5,43.57,43.31,29.56,30.08,42.99,"K15SSR8","4",34.21,43.7933333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418","SW",2015,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR9","4",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1419","SW",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR10","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1420","SW",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR11","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1421","IR",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR12","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1422","IR",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR13","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423","IR",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR14","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1424","IR",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR15","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425","LB",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",9.4,NA,NA,NA,42.84,43.63,43.47,57.79,17.9,11.23,"K17SR6","2",28.9733333333333,43.3133333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1426","LB",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR7","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427","LB",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR8","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428","LB",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR9","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429","IMS",2013,"Salix pulchra","Common_garden",NA,8,23,"2019",45.4,NA,NA,NA,49.5,44.55,39.65,29.55,20.36,36.01,"KLSPC1","6",28.64,44.5666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430","MG",2013,"Salix pulchra","Common_garden",NA,8,23,"2019",29.6,NA,NA,NA,NA,NA,NA,17.82,2.8,19.96,"KLSPC10","6",13.5266666666667,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431","AB",2013,"Salix pulchra","Common_garden",NA,8,23,"2019",38.5,NA,NA,NA,40.59,44.39,41.82,105.9,157.5,170.9,"KLSPC13","6",144.766666666667,42.2666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432","IMS",2013,"Salix pulchra","Common_garden",NA,8,23,"2019",14.4,NA,NA,NA,35.53,33.04,34.5,18.09,15.75,18.19,"KLSPC2","6",17.3433333333333,34.3566666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433","IMS",2013,"Salix pulchra","Common_garden",NA,8,23,"2019",30,NA,NA,NA,50.62,56.5,46.74,38.11,60.06,59.38,"KLSPC3","6",52.5166666666667,51.2866666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1434","MG",2013,"Salix pulchra","Common_garden",NA,8,23,"2019",7.1,NA,NA,NA,22.09,19.28,NA,17.62,23.22,NA,"KLSPC8","6",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1435","MG",2013,"Salix pulchra","Common_garden",NA,8,23,"2019",39.4,NA,NA,NA,37.97,39.78,35.51,20.07,6.67,13.64,"KLSPC9","6",13.46,37.7533333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1436","IMS",2013,"Salix pulchra","Common_garden",NA,8,23,"2019",72.5,NA,NA,NA,35.32,40.51,34.35,32.75,82.91,82.92,"KLSPE1","6",66.1933333333333,36.7266666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437","CF",2013,"Salix pulchra","Common_garden",NA,8,23,"2019",37.8,NA,NA,NA,33.02,37.53,36.55,156,61,40,"KLSPE10","6",85.6666666666667,35.7,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438","MG",2013,"Salix pulchra","Common_garden",NA,8,23,"2019",40.3,NA,NA,NA,38.16,40.9,41.41,17.53,18.91,24.95,"KLSPE11","6",20.4633333333333,40.1566666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439","MG",2013,"Salix pulchra","Common_garden",NA,8,23,"2019",35.6,NA,NA,NA,25.3,25.7,23.18,28.69,10.75,23.52,"KLSPE12","6",20.9866666666667,24.7266666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1440","MG",2013,"Salix pulchra","Common_garden",NA,8,23,"2019",45.6,NA,NA,NA,39.95,36.04,36.06,38.52,93.96,37.43,"KLSPE14","6",56.6366666666667,37.35,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1441","MG",2013,"Salix pulchra","Common_garden",NA,8,23,"2019",16.2,NA,NA,NA,34.71,27.42,29.65,32.67,11.35,22.27,"KLSPE15","6",22.0966666666667,30.5933333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442","IMS",2013,"Salix pulchra","Common_garden",NA,8,23,"2019",29,NA,NA,NA,64.02,60.41,52.39,274,556,295,"KLSPE2","6",375,58.94,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443","IMS",2013,"Salix pulchra","Common_garden",NA,8,23,"2019",8.1,NA,NA,NA,28.61,25.03,27.07,8.48,7.78,17.23,"KLSPE3","6",11.1633333333333,26.9033333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1444","IMS",2013,"Salix pulchra","Common_garden",NA,8,23,"2019",43.6,NA,NA,NA,50.34,41.58,45.02,67.82,141.37,118.79,"KLSPE4","6",109.326666666667,45.6466666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445","IMS",2013,"Salix pulchra","Common_garden",NA,8,23,"2019",29,NA,NA,NA,38.46,30.48,33.95,30.52,46.67,51.03,"KLSPE5","6",42.74,34.2966666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446","CF",2013,"Salix pulchra","Common_garden",NA,8,23,"2019",87.5,NA,NA,NA,36.6,43.79,47.33,51.34,73.39,80.07,"KLSPE6","6",68.2666666666667,42.5733333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447","CF",2013,"Salix pulchra","Common_garden",NA,8,23,"2019",62,NA,NA,NA,43.27,42.51,44.77,90,57.61,66.31,"KLSPE7","6",71.3066666666667,43.5166666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448","CF",2013,"Salix pulchra","Common_garden",NA,8,23,"2019",73.2,NA,NA,NA,38.62,39.66,38.31,65.24,61.39,45.14,"KLSPE8","6",57.2566666666667,38.8633333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449","CF",2013,"Salix pulchra","Common_garden",NA,8,23,"2019",34.5,NA,NA,NA,30.83,36.21,35.61,63.26,33.79,39.01,"KLSPE9","6",45.3533333333333,34.2166666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1450","IR",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",107.2,NA,NA,NA,53.97,52.91,46.88,82.64,119.05,108.8,"KLSRC10","6",103.496666666667,51.2533333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1451","AC",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",37.6,NA,NA,NA,35.67,35.72,34.07,37.39,32.07,23.67,"KLSRC11","6",31.0433333333333,35.1533333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1452","AC",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",77.1,NA,NA,NA,60.74,63.2,56.95,106,111.9,195.9,"KLSRC13","6",137.933333333333,60.2966666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1453","LB",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",107,NA,NA,NA,54.27,63.86,63.12,152.9,173.1,105.8,"KLSRC2","6",143.933333333333,60.4166666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1454","IR",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",89.5,NA,NA,NA,40.87,35.91,39.78,92.94,84.82,70.66,"KLSRC6","6",82.8066666666667,38.8533333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1455","IR",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",66,NA,NA,NA,26.46,27.94,27.7,63.23,28.21,40.4,"KLSRC7","6",43.9466666666667,27.3666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1456","SW",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",119.2,NA,NA,NA,55.36,48.57,50.36,214,286,152,"KLSRE10","6",217.333333333333,51.43,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1457","IR",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",92.4,NA,NA,NA,47.82,49.28,44.16,115.27,100.04,88.73,"KLSRE11","6",101.346666666667,47.0866666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1458","IR",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",96.1,NA,NA,NA,42.73,44.44,43.62,204,109,158,"KLSRE13","6",157,43.5966666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1459","IR",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",60.5,NA,NA,NA,47.49,57.18,61.54,146,125,121,"KLSRE14","6",130.666666666667,55.4033333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1460","IR",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",112.2,NA,NA,NA,49.66,51.06,45.09,106,125,112,"KLSRE15","6",114.333333333333,48.6033333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1461","LB",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",101.9,NA,NA,NA,45.22,47.3,46.04,118.1,121.4,110,"KLSRE4","6",116.5,46.1866666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1462","SW",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",81.5,NA,NA,NA,43.59,49.56,50.72,160,126,136,"KLSRE6","6",140.666666666667,47.9566666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1463","SW",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",65.5,NA,NA,NA,42.42,33.6,42.11,142,185,116,"KLSRE7","6",147.666666666667,39.3766666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1464","SW",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",81.5,NA,NA,NA,55.58,52.28,55.46,154,126,249,"KLSRE9","6",176.333333333333,54.44,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465","CF",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP1","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466","SL",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP11","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1467","SL",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP13","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468","SL",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP14","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469","JG",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP16","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1470","JG",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP17","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471","JG",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP18","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1472","JG",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP19","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473","CF",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP2","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1474","SL",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP21","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475","SL",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",20.3,NA,NA,NA,23.67,45.18,52.25,59.09,22.6,22.9,"KP16SP22","3",34.8633333333333,40.3666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476","SL",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",19.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP23","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477","SL",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",17.6,NA,NA,NA,46.64,38.04,36.95,46.82,29.02,25.25,"KP16SP24","3",33.6966666666667,40.5433333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478","SL",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP25","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479","IMS",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP26","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480","IMS",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP27","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1481","IMS",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP28","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1482","IMS",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP29","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483","CF",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP3","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484","IMS",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP30","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1485","AB",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP32","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1486","AB",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",26.4,NA,NA,NA,37.57,40.71,40.69,134.5,149.9,101,"KP16SP33","3",128.466666666667,39.6566666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1487","AB",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",12,NA,NA,NA,NA,NA,NA,8.77,23.1,15.96,"KP16SP34","3",15.9433333333333,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1488","AB",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP35","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1489","JG",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP36","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1490","JG",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP37","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1491","JG",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP38","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1492","JG",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP39","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493","IMS",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",10.9,NA,NA,NA,29.7,29,27.31,16.1,23.33,7.01,"KP16SP41","3",15.48,28.67,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1494","CF",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP42","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495","CF",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",17.5,NA,NA,NA,18.08,23.68,21.57,41.1,25.63,17.66,"KP16SP43","3",28.13,21.11,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496","CF",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP44","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1497","CF",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP45","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1498","CF",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",20.1,NA,NA,NA,28.58,36.98,41.7,24.82,38.04,28.94,"KP16SP46","3",30.6,35.7533333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1499","MG",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP47","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1500","MG",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP48","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","CF",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP5","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1502","CF",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",27.4,NA,NA,NA,31.94,37.16,34.5,38.68,37.08,16.73,"KP16SP51","3",30.83,34.5333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1503","CF",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",17,NA,NA,NA,24.92,26.41,30.61,216,10.37,21.7,"KP16SP52","3",82.69,27.3133333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1504","CF",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP53","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1505","CF",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP54","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1506","CF",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",26.2,NA,NA,NA,24.12,24.94,27.25,13.93,23.05,10.06,"KP16SP55","3",15.68,25.4366666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","JG",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",15.5,NA,NA,NA,28.79,30.62,30.41,20.6,62.06,34.93,"KP16SP56","3",39.1966666666667,29.94,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1508","JG",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP57","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1509","JG",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP58","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1510","JG",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",14.7,NA,NA,NA,49.08,36.66,35.93,40.1,32.83,37.55,"KP16SP59","3",36.8266666666667,40.5566666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511","JG",2016,"Salix pulchra","Common_garden",NA,8,23,"2019",23.4,NA,NA,NA,32.43,28.16,31.21,44.52,34.69,52.98,"KP16SP60","3",44.0633333333333,30.6,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1512","LB",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR1","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1513","EW",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR11","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1514","EW",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR12","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
