"","Bed","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","X.1","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter"
"812","AB",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP2","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP20","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP21","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP22","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP23","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP24","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP25","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP26","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP27","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP28","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP29","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP30","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","AB",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP4","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","SL",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP6","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","SL",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP7","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","SL",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP8","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","IR",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR1","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","AC",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR10","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","EW",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR11","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","EW",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR13","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","EW",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR15","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","GD",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR17","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","GD",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR18","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","GD",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR19","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","IR",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR2","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","GD",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR20","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","GD",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR21","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","GD",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR22","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","GD",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR23","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","GD",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR25","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","EW",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR26","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","EW",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR27","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","EW",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR27","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","IR",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR4","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","IR",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR5","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","AC",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR6","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","AC",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR7","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","AC",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR9","2",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","MG",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",22.6,NA,NA,NA,27.94,32.27,28.07,6.1,5.83,4.34,"HESP11","5",5.42333333333333,29.4266666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","CF",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",10.8,NA,NA,NA,13.48,14.7,15.38,3.87,3.6,3.63,"HESP12","5",3.7,14.52,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","MG",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",30.5,NA,NA,NA,22.66,20.8,17.14,6.43,3.42,6.48,"HESP12","5",5.44333333333333,20.2,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","MG",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",2.7,NA,NA,NA,23.25,18.73,21.75,9.45,11.86,9.45,"HESP14","5",10.2533333333333,21.2433333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","MG",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",13.2,NA,NA,NA,14.24,12.55,12.13,3.44,3,2.3,"HESP17","5",2.91333333333333,12.9733333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","MG",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",3.1,NA,NA,NA,6.74,2.81,5.81,1.15,0.44,0.99,"HESP18","5",0.86,5.12,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",11.2,NA,NA,NA,21.18,19.29,26.71,2.69,1.93,1.77,"HESP2","5",2.13,22.3933333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","MG",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",11.3,NA,NA,NA,27.21,23.33,20.7,3.62,2.61,3.55,"HESP20","5",3.26,23.7466666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","AB",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP23","5",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",25.4,NA,NA,NA,24.37,23.15,22.59,4.94,3.66,3.29,"HESP24","5",3.96333333333333,23.37,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","AB",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP26","5",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","AB",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",9.2,NA,NA,NA,25.05,32.14,31.26,7,6.27,5.76,"HESP29","5",6.34333333333333,29.4833333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",32.8,NA,NA,NA,40.06,34.5,33.3,5.54,3.66,3.71,"HESP3","5",4.30333333333333,35.9533333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","AB",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP30","5",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",7.8,NA,NA,NA,14.1,14.48,13.96,5,3.1,2.99,"HESP4","5",3.69666666666667,14.18,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",13.9,NA,NA,NA,14.92,20.15,18.64,4.08,4.05,5.53,"HESP4","5",4.55333333333333,17.9033333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP5","5",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","CF",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",14.9,NA,NA,NA,18.74,21.83,23.04,5.79,5.19,3.06,"HESP6","5",4.68,21.2033333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","SW",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",12.5,NA,NA,NA,19.93,18.76,19.35,16.93,17.79,13.15,"HESR13","5",15.9566666666667,19.3466666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","IR",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESR17","5",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","LB",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",5.4,NA,NA,NA,20.25,24.95,18.97,29.3,32.88,22.86,"HESR2","5",28.3466666666667,21.39,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","AC",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",8.3,NA,NA,NA,19.52,17.17,15.16,18.02,20.62,15.08,"HESR21","5",17.9066666666667,17.2833333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","AC",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",3.8,NA,NA,NA,16.9,9.3,12.17,8,6.25,4.55,"HESR23","5",6.26666666666667,12.79,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","AC",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,21.57,26.59,25.56,19.82,11.65,17.14,"HESR26","5",16.2033333333333,24.5733333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","AC",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",8.8,NA,NA,NA,8.62,7.31,5.64,13.21,4.81,5.68,"HESR27","5",7.9,7.19,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","LB",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",10.3,NA,NA,NA,21.47,23.11,20.86,16.34,11.95,16.62,"HESR3","5",14.97,21.8133333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","LB",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",7.4,NA,NA,NA,25.68,22.33,20.01,14.59,11.21,10.45,"HESR4","5",12.0833333333333,22.6733333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","LB",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",3.1,NA,NA,NA,16.16,NA,NA,9.44,2.36,8.4,"HESR4B_CLONE","5",6.73333333333333,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","SW",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",13.4,NA,NA,NA,18.74,21.44,19.95,17.11,13.22,16.16,"HESR6","5",15.4966666666667,20.0433333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","SW",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",10.9,NA,NA,NA,22.94,26.92,25.66,17.9,12.09,32,"HESR7","5",20.6633333333333,25.1733333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","SW",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",12.5,NA,NA,NA,15.7,11.42,14.56,21.62,13.13,16.8,"HESR8","5",17.1833333333333,13.8933333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","LB",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR2","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","LB",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR3","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","SW",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR5","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","MG",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP6","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","MG",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP7","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"886","MG",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP8","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"887","MG",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP9","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","MG",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP10","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","MG",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP6","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"890","MG",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP7","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","MG",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP8","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","MG",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP9","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","IR",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR10","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","IR",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR11","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"895","IR",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR12","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"896","AC",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR15","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","IR",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR6","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","IR",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR7","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","IR",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR9","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"900","SW",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR5","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","SW",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR7","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"902","SW",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",9.8,NA,NA,NA,33.97,31.52,30.34,40.48,22.02,24.79,"K15SSR8","3",29.0966666666667,31.9433333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"903","SW",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR9","3",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","SW",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR10","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","SW",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR11","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","IR",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR12","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","IR",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR13","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","IR",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR14","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","IR",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR15","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","LB",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",7.3,NA,NA,NA,40.29,45.24,37.36,28.23,50.25,NA,"K17SR6","1",NA,40.9633333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","LB",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR7","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","LB",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR8","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","LB",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",5.7,NA,NA,NA,15.64,18.99,17.91,2.85,NA,NA,"K17SR9","1",NA,17.5133333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"914","IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",36.5,NA,NA,NA,32.05,31.99,33.66,6.25,7.28,7.17,"KLSPC1","5",6.9,32.5666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","MG",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",26.6,NA,NA,NA,25.9,21.03,26.68,11.77,9.05,13.61,"KLSPC10","5",11.4766666666667,24.5366666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","AB",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",49.1,NA,NA,NA,47.67,46.6,41.15,6.69,4.84,3.71,"KLSPC13","5",5.08,45.14,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",17.2,NA,NA,NA,49.55,60.98,53.09,150,55,NA,"KLSPC2","5",NA,54.54,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",25.6,NA,NA,NA,47.46,48.82,53.83,5.4,7.83,4.28,"KLSPC3","5",5.83666666666667,50.0366666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","MG",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",11.2,NA,NA,NA,25.15,23.62,21.31,11.09,4.8,3.85,"KLSPC8","5",6.58,23.36,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","MG",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",44.1,NA,NA,NA,18.19,21.84,24.22,53.66,83.52,54.71,"KLSPC9","5",63.9633333333333,21.4166666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",74.9,NA,NA,NA,31.63,37.79,40.93,6.26,7.49,6.6,"KLSPE1","5",6.78333333333333,36.7833333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","CF",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",35.4,NA,NA,NA,40.17,47.6,36.51,185,5.69,4.79,"KLSPE10","5",65.16,41.4266666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","MG",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",35.3,NA,NA,NA,42.9,49.63,50.22,200,256,215,"KLSPE11","5",223.666666666667,47.5833333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","MG",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",42.4,NA,NA,NA,30.71,31.25,26.81,78.36,84.05,45.76,"KLSPE12","5",69.39,29.59,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","MG",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",45.4,NA,NA,NA,67.2,65.73,70.06,135,140,130,"KLSPE14","5",135,67.6633333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
