"","SITE","SUBSITE","TRTMT","PLOT","YEAR","SPP","STATUS","TISSUE","X","Y","Hit.Order","Abundance","Height..cm.","X.1","X.2","unique_coords"
"29542","QHI","HE","CTL",3,2017,"Salix pulchra","Live","Leaf",10,9,NA,2,7.9,"","","109"
"29565","QHI","HE","CTL",3,2017,"Salix pulchra","Live","Stem",7,10,NA,1,2.6,"","","710"
"29569","QHI","HE","CTL",3,2017,"Salix pulchra","Live","Leaf",8,10,NA,2,3.8,"","","810"
"29574","QHI","HE","CTL",3,2017,"Salix pulchra","Live","Stem",9,10,NA,1,9.7,"","","910"
"29586","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Stem",2,1,NA,1,7.5,"","","21"
"29592","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",4,1,NA,3,22.8,"","","41"
"29600","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Flower",6,1,NA,1,11.8,"","","61"
"29611","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",9,1,NA,1,17.2,"","","91"
"29632","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",3,2,NA,1,11.4,"","","32"
"29644","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",6,2,NA,1,15.5,"","","62"
"29647","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",7,2,NA,1,12.9,"","","72"
"29649","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",8,2,NA,1,14.5,"","","82"
"29653","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",9,2,NA,1,17.9,"","","92"
"29667","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",3,3,NA,3,10.4,"","","33"
"29685","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",8,3,NA,2,11.6,"","","83"
"29689","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",9,3,NA,1,9.1,"","","93"
"29700","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",1,4,NA,4,15.6,"","","14"
"29721","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",7,4,NA,1,15,"","","74"
"29724","QHI","HE","CTL",4,2017,"Salix pulchra","Standing dead","Leaf",8,4,NA,4,11.1,"","","84"
"29734","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",1,5,NA,2,5.8,"","","15"
"29745","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",4,5,NA,1,14.2,"","","45"
"29749","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Stem",5,5,NA,1,2.5,"","","55"
"29773","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Stem",10,5,NA,1,5.6,"","","105"
"29783","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Stem",2,6,NA,1,6.3,"","","26"
"29787","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",3,6,NA,1,8.1,"","","36"
"29801","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",6,6,NA,2,4.9,"","","66"
"29815","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",9,6,NA,1,8.4,"","","96"
"29819","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",1,7,NA,2,11.7,"","","17"
"29826","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",2,7,NA,3,9.1,"","","27"
"29834","QHI","HE","CTL",4,2017,"Salix pulchra","Standing dead","Stem",4,7,NA,1,3.9,"","","47"
"29841","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",6,7,NA,2,8.1,"","","67"
"29850","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",7,7,NA,1,5.9,"","","77"
"29854","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",8,7,NA,2,6.7,"","","87"
"29877","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",5,8,NA,1,6.3,"","","58"
"29905","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",1,9,NA,1,9.1,"","","19"
"29909","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",2,9,NA,1,8.7,"","","29"
"29917","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Stem",4,9,NA,1,5.7,"","","49"
"29921","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",5,9,NA,1,6.6,"","","59"
"29944","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Stem",1,10,NA,1,7.9,"","","110"
"29949","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",3,10,NA,1,14.9,"","","310"
"29955","QHI","HE","CTL",4,2017,"Salix pulchra","Live","Leaf",4,10,NA,1,12.9,"","","410"
"29979","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",1,1,NA,1,13.8,"","","11"
"29982","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",2,1,NA,1,7.3,"","","21"
"29992","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",5,1,NA,1,3.7,"","","51"
"30010","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",1,2,NA,1,21,"","","12"
"30011","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Stem",1,2,NA,1,10.1,"","","12"
"30017","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",2,2,NA,3,13.8,"","","22"
"30045","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",9,2,NA,1,5.1,"","","92"
"30057","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",1,3,NA,1,9.8,"","","13"
"30068","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",4,3,NA,1,11.2,"","","43"
"30080","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",8,3,NA,1,8,"","","83"
"30085","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",9,3,NA,1,6.7,"","","93"
"30101","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",3,4,NA,2,13.3,"","","34"
"30104","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",4,4,NA,3,10.8,"","","44"
"30107","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",5,4,NA,1,8,"","","54"
"30123","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",9,4,NA,1,5.1,"","","94"
"30126","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",10,4,NA,2,4.3,"","","104"
"30141","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",5,5,NA,1,12.1,"","","55"
"30147","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",8,5,NA,4,11.9,"","","85"
"30157","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",10,5,NA,1,4.3,"","","105"
"30173","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",5,6,NA,1,9,"","","56"
"30175","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",6,6,NA,1,6.6,"","","66"
"30188","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",10,6,NA,2,9,"","","106"
"30208","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Stem",5,7,NA,1,9.1,"","","57"
"30225","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",10,7,NA,1,4.7,"","","107"
"30260","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",10,8,NA,1,9.2,"","","108"
"30268","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",2,9,NA,2,8.4,"","","29"
"30272","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Stem",3,9,NA,1,3.9,"","","39"
"30301","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",10,9,NA,1,6.1,"","","109"
"30318","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Leaf",4,10,NA,3,9.8,"","","410"
"30330","QHI","HE","CTL",5,2017,"Salix pulchra","Live","Stem",6,10,NA,1,7.4,"","","610"
"30346","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",1,1,NA,2,12.9,"","","11"
"30350","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",2,1,NA,1,6.2,"","","21"
"30354","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",3,1,NA,1,16.7,"","","31"
"30360","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",4,1,NA,2,18.7,"","","41"
"30366","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",5,1,NA,1,12.2,"","","51"
"30373","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",7,1,NA,2,10.9,"","","71"
"30380","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",8,1,NA,2,9.2,"","","81"
"30384","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",9,1,NA,1,10.3,"","","91"
"30399","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",3,2,NA,1,12.7,"","","32"
"30408","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",5,2,NA,1,9.9,"","","52"
"30413","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",6,2,NA,1,17.9,"","","62"
"30456","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",8,3,NA,1,10.2,"","","83"
"30460","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",9,3,NA,3,17.3,"","","93"
"30466","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",10,3,NA,1,5.7,"","","103"
"30494","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",7,4,NA,1,7.5,"","","74"
"30498","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",8,4,NA,1,11.3,"","","84"
"30505","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",10,4,NA,1,5.3,"","","104"
"30522","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",5,5,NA,1,7.5,"","","55"
"30545","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",1,6,NA,2,7.2,"","","16"
"30553","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",4,6,NA,1,14.8,"","","46"
"30561","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",6,6,NA,1,17.2,"","","66"
"30564","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Stem",7,6,NA,1,9.5,"","","76"
"30584","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",3,7,NA,1,13.6,"","","37"
"30591","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",5,7,NA,2,13.1,"","","57"
"30596","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",6,7,NA,1,11.6,"","","67"
"30601","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Stem",7,7,NA,1,7.5,"","","77"
"30604","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",8,7,NA,1,12.5,"","","87"
"30610","QHI","HE","CTL",6,2017,"Salix pulchra","Standing dead","Stem",10,7,NA,1,5.3,"","","107"
"30615","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",2,8,NA,1,9.8,"","","28"
"30618","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",3,8,NA,5,19.6,"","","38"
"30625","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",4,8,NA,1,15.7,"","","48"
"30630","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Stem",5,8,NA,1,12.6,"","","58"
"30640","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",8,8,NA,3,14.5,"","","88"
"30659","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",3,9,NA,1,7.2,"","","39"
"30673","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",7,9,NA,2,5.9,"","","79"
"30690","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",2,10,NA,2,20.9,"","","210"
"30705","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",7,10,NA,1,14.8,"","","710"
"30713","QHI","HE","CTL",6,2017,"Salix pulchra","Live","Leaf",9,10,NA,1,6.8,"","","910"
